name,full_address,description,tags,opening_date,osm_last_edit,osm_last_edit_age_days,osm_first_added,google_place_id,google_first_seen,google_first_review_date,source
Third Place,"Arkadiankatu 23, 00100 Helsinki",pasta cuisine,confidence:medium;cuisine:pasta;restaurant,,2025-08-18T21:11:52Z,171,,,,,OpenStreetMap
Ragazza,"Kahvipavunkuja 2, 00990 Helsinki",italian cuisine,confidence:medium;cuisine:italian;outdoor_seating:no;restaurant,,2025-09-20T15:38:56Z,138,,,,,OpenStreetMap
Eromanga,Sörnäistenkatu 2,,cafe;confidence:medium;diet:halal:no;diet:kosher:no,,2025-09-06T15:21:44Z,152,,,,,OpenStreetMap
Helsingin Kahvipaahtimon Päiväkahvibaari,,coffee_shop cuisine,cafe;confidence:medium;cuisine:coffee;cuisine:shop;diet:halal:no;diet:kosher:no,,2025-09-04T21:00:27Z,154,,,,,OpenStreetMap
Chinaboss,"Päivöläntie 21, 00730 Helsinki",chinese cuisine,confidence:medium;cuisine:chinese;diet:halal:no;diet:kosher:no;restaurant,,2025-08-10T14:05:37Z,179,,,,,OpenStreetMap
Noodle Story,"Linnanrakentajantie 2, 00880 Helsinki",asian cuisine,confidence:medium;cuisine:asian;diet:halal:no;diet:kosher:no;restaurant,,2025-09-15T07:59:29Z,143,,,,,OpenStreetMap
Foody,"Linnanrakentajantie 2, 00880 Helsinki",mediterranean cuisine,confidence:medium;cuisine:mediterranean;restaurant,,2025-09-15T07:59:29Z,143,,,,,OpenStreetMap
Penang Kitchen,"Tulppatie 8, 00880 Helsinki",malaysian cuisine,confidence:medium;cuisine:malaysian;restaurant,,2025-11-27T11:29:45Z,70,,,,,OpenStreetMap
Kantsun Sävel,"Kantelettarentie 1, 00420 Helsinki",regional cuisine,confidence:medium;cuisine:regional;restaurant,,2025-11-23T14:24:59Z,74,,,,,OpenStreetMap
Pizzeria Via Tribunali,Välimerenkatu 5,"pizza, italian cuisine",confidence:medium;cuisine:italian;cuisine:pizza;diet:halal:no;diet:kosher:no;restaurant,,2025-10-23T09:01:04Z,105,,,,,OpenStreetMap
Bistro K,Hämeentie 68,,confidence:medium;diet:halal:no;diet:kosher:no;restaurant,,2025-09-06T15:27:48Z,152,,,,,OpenStreetMap
Sotto Pizzeria Sompasaari,"Kaljaasi Fortunan katu 1, 00540 Helsinki",pizza cuisine,confidence:medium;cuisine:pizza;delivery:yes;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:yes;restaurant;takeaway:yes,,2025-11-02T16:31:02Z,95,,,,,OpenStreetMap
Rioni Helsinki,"Kasarmikatu 25, 00130 Helsinki",georgian cuisine,confidence:medium;cuisine:georgian;outdoor_seating:yes;restaurant,,2025-11-22T18:17:48Z,75,,,,,OpenStreetMap
Inferno Kebab ja Pizza,"Rullakkokatu 3, 00240 Helsinki","kebab, pizza cuisine",confidence:medium;cuisine:kebab;cuisine:pizza;outdoor_seating:no;restaurant,,2025-11-11T15:21:30Z,86,,,,,OpenStreetMap
Khao Gaeng Thai Street Food,Urho Kekkosen katu 1,thai cuisine,confidence:medium;cuisine:thai;diet:vegetarian:yes;fast_food;outdoor_seating:no;takeaway:yes,,2025-12-26T14:06:22Z,41,,,,,OpenStreetMap
Rax Pizzabuffet,Urho Kekkosen katu 1,pizza cuisine,confidence:medium;cuisine:pizza;fast_food;outdoor_seating:no,,2025-09-28T12:31:04Z,130,,,,,OpenStreetMap
Hav A Java,"Unioninkatu 41, 00170 Helsinki","buffet, coffee_shop cuisine",cafe;confidence:medium;cuisine:buffet;cuisine:coffee;cuisine:shop;outdoor_seating:no,,2025-08-14T08:51:51Z,175,,,,,OpenStreetMap
Lopez Tacos,Urho Kekkosen katu 1,mexican cuisine,confidence:medium;cuisine:mexican;outdoor_seating:no;restaurant,,2025-12-26T13:10:26Z,41,,,,,OpenStreetMap
Zhao Tea,Ateneuminkuja 2,bubble_tea cuisine,cafe;confidence:medium;cuisine:bubble;cuisine:tea;diet:vegetarian:only;outdoor_seating:yes,,2025-09-06T10:51:31Z,152,,,,,OpenStreetMap
YLE STUDIO 10,"Uutiskatu 8, 00240 Helsinki",Operated by Garam & Vermiglio catering Oy,confidence:medium;restaurant,,2025-12-15T16:42:41Z,52,,,,,OpenStreetMap
Gateau,,,cafe;confidence:medium;diet:vegetarian:yes;outdoor_seating:no,,2025-11-28T17:03:49Z,69,,,,,OpenStreetMap
Seksico Viiskulma,"Laivurinkatu 10, 00150 Helsinki",tacos cuisine,confidence:medium;cuisine:tacos;fast_food;outdoor_seating:yes,,2025-09-13T12:08:26Z,145,,,,,OpenStreetMap
My Salad Bar,"Kaivokatu 1, 00100 Helsinki",salad cuisine,confidence:medium;cuisine:salad;diet:vegetarian:yes;outdoor_seating:no;restaurant,,2025-09-14T16:20:08Z,144,,,,,OpenStreetMap
Chitir Chicken,"Vilhonvuorenkatu 3, 00500 Helsinki",chicken cuisine,confidence:medium;cuisine:chicken;outdoor_seating:no;restaurant,,2025-10-27T10:17:26Z,101,,,,,OpenStreetMap
Fazer Café,Annankatu 28,"coffee_shop, cake, salad, sandwich cuisine",cafe;confidence:medium;cuisine:cake;cuisine:coffee;cuisine:salad;cuisine:sandwich;cuisine:shop;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:yes;takeaway:yes,,2025-08-30T13:54:16Z,159,,,,,OpenStreetMap
Snacky,"Huopalahdentie 1, 00330 Helsinki",burger cuisine,confidence:medium;cuisine:burger;fast_food;takeaway:yes,,2026-01-09T06:27:48Z,27,,,,,OpenStreetMap
Cafe Kim,Miina Sillanpään katu 1,Lounaskahvila,confidence:medium;cuisine:vietnamese;restaurant,,2025-12-19T06:11:07Z,48,,,,,OpenStreetMap
Pupu,"Fredrikinkatu 65, 00100 Helsinki, FI",,cafe;confidence:medium;diet:vegetarian:yes;outdoor_seating:yes,,2025-09-07T15:05:52Z,151,,,,,OpenStreetMap
Laulu,"Hietaniemenkatu 2, 00100 Helsinki",,confidence:medium;restaurant,,2025-09-17T10:50:15Z,141,,,,,OpenStreetMap
Vibami,Kluuvi,vietnamese cuisine,confidence:medium;cuisine:vietnamese;outdoor_seating:yes;restaurant,,2025-09-30T14:51:47Z,128,,,,,OpenStreetMap
Alexanderplats,"Eteläesplanadi 22, 00130 Helsinki",,confidence:medium;outdoor_seating:yes;restaurant,,2026-01-09T21:51:21Z,27,,,,,OpenStreetMap
Chatime,,bubble_tea cuisine,cafe;confidence:medium;cuisine:bubble;cuisine:tea;outdoor_seating:no,,2025-09-14T16:16:25Z,144,,,,,OpenStreetMap
Helmisimpukka Helsinki Käpylä,"Vaakalinnuntie 1-3, 00610 Helsinki",,cafe;confidence:medium;outdoor_seating:yes,,2025-11-18T16:26:50Z,79,,,,,OpenStreetMap
Kahvila ja ravintola Valokaari,"Kaarelan raitti 2, 00430 Helsinki",,cafe;confidence:medium,,2025-10-11T12:10:50Z,117,,,,,OpenStreetMap
Kakkugalleria,"Siltasaarenkatu 13, 00530 Helsinki",bakery cuisine,cafe;confidence:medium;cuisine:bakery;diet:vegetarian:yes;outdoor_seating:yes,,2025-08-08T14:36:30Z,181,,,,,OpenStreetMap
Brindavan,,"indian, international cuisine",confidence:medium;cuisine:indian;cuisine:international;diet:vegan:only;diet:vegetarian:only;restaurant,,2025-12-13T14:05:51Z,54,,,,,OpenStreetMap
Norppa Base,"Tenderinlenkki 8, 00520 Helsinki",japanese cuisine,confidence:medium;cuisine:japanese;diet:fish:yes;diet:meat:yes;diet:vegetarian:yes;restaurant,,2025-12-02T13:24:18Z,65,,,,,OpenStreetMap
Chitir Chicken Pasila,"Höyrykatu 8, 00520 Helsinki",chicken cuisine,confidence:medium;cuisine:chicken;restaurant,,2025-08-30T09:22:06Z,159,,,,,OpenStreetMap
Bagdad Cafe,,,cafe;confidence:medium,,2025-10-04T11:39:58Z,124,,,,,OpenStreetMap
Kansis,"Kansakoulukuja 1, 00100 Helsinki",,confidence:medium;outdoor_seating:no;restaurant,,2025-08-16T06:30:31Z,173,,,,,OpenStreetMap
Pancho Villa,"Kirkonkyläntie 11, 00700 Helsinki, FI",mexican cuisine,confidence:medium;cuisine:mexican;diet:dairy_free:yes;diet:gluten_free:yes;diet:lactose_free:yes;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:no;restaurant;takeaway:yes,,2025-11-25T00:23:34Z,72,,,,,OpenStreetMap
Unicafe,"Vuorikatu 7, 00100 Helsinki",,cafe;confidence:medium,,2025-12-15T06:59:06Z,52,,,,,OpenStreetMap
Vene Bar & Bistro,"Koirasaarentie 43, 00590 Helsinki",,confidence:medium;restaurant,,2025-09-30T18:11:56Z,128,,,,,OpenStreetMap
HSS Paviljonki,"Liuskasaari 1, 00140 Helsinki",,confidence:medium;diet:halal:no;diet:kosher:no;restaurant,,2025-10-19T09:48:01Z,109,,,,,OpenStreetMap
Tandoori Cuisine,"Lehtisaarentie 2, 00340 Helsinki",,confidence:medium;diet:gluten_free:yes;diet:vegan:yes;diet:vegetarian:yes;restaurant,,2025-11-26T18:05:32Z,71,,,,,OpenStreetMap
McDonald's,"Itäkatu 1-5, 00930 Helsinki",burger cuisine,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:no;takeaway:yes,,2025-08-09T13:04:15Z,180,,,,,OpenStreetMap
Matcha Crew,"Lapinlahdenkatu 19, 00180 Helsinki",teahouse cuisine,cafe;confidence:medium;cuisine:teahouse,,2025-09-17T10:20:23Z,141,,,,,OpenStreetMap
Friends & Brgrs Kulttuurikasarmi,"Narinkka 2, 00100 Helsinki",burger cuisine,confidence:medium;cuisine:burger;delivery:no;diet:chicken:yes;diet:gluten_free:yes;diet:meat:yes;diet:non-vegetarian:yes;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes,,2025-11-09T17:37:43Z,88,,,,,OpenStreetMap
Tawook Lab,,,confidence:medium;outdoor_seating:yes;restaurant,,2025-11-02T10:56:18Z,95,,,,,OpenStreetMap
Plants By Us,Mannerheimintie 14-20,"sandwich, smoothie, salad, juice cuisine",confidence:medium;cuisine:juice;cuisine:salad;cuisine:sandwich;cuisine:smoothie;diet:vegan:only;diet:vegetarian:only;fast_food;outdoor_seating:no,,2025-08-16T12:55:26Z,173,,,,,OpenStreetMap
Itsuyaki,"Itäkatu 1-5, 00930 Helsinki",japanese cuisine,confidence:medium;cuisine:japanese;restaurant,,2025-10-29T01:33:29Z,99,,,,,OpenStreetMap
Speakeasy,"Itäkatu 1-5, 00930 Helsinki",,confidence:medium;restaurant,,2025-10-29T01:23:44Z,99,,,,,OpenStreetMap
Square,"Urho Kekkosen katu 1, 00100 Helsinki",,cafe;confidence:medium;outdoor_seating:no,,2025-11-30T17:23:00Z,67,,,,,OpenStreetMap
Muji Ravintola,,,confidence:medium;outdoor_seating:no;restaurant,,2025-09-28T12:31:04Z,130,,,,,OpenStreetMap
Momotoko,,asian cuisine,confidence:medium;cuisine:asian;outdoor_seating:no;restaurant,,2025-09-28T12:31:04Z,130,,,,,OpenStreetMap
Friends & Brgrs,"Messuaukio 1, 00520 Helsinki, FI",burger cuisine,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:no;takeaway:yes,,2025-09-26T17:27:21Z,132,,,,,OpenStreetMap
Hanko Aasia,"Messuaukio 1, 00520 Helsinki",asian cuisine,confidence:medium;cuisine:asian;outdoor_seating:no;restaurant,,2025-09-26T17:27:32Z,132,,,,,OpenStreetMap
Shin Café,,,cafe;confidence:medium;outdoor_seating:no,,2025-12-30T16:20:52Z,37,,,,,OpenStreetMap
Aito Fresh,,,confidence:medium;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:no;restaurant;takeaway:yes,,2025-11-08T13:38:50Z,89,,,,,OpenStreetMap
Kotipizza,Kauppakartanonkatu 16a,pizza cuisine,confidence:medium;cuisine:pizza;fast_food;takeaway:yes,,2025-11-10T17:40:12Z,87,,,,,OpenStreetMap
Cafe Amore,Telakkakatu 2B,Homemade Crepes,cafe;confidence:medium,,2025-08-10T10:11:36Z,179,,,,,OpenStreetMap
Indus,"Eteläesplanadi 4, 00130 Helsinki",indian cuisine,confidence:medium;cuisine:indian;restaurant,,2025-10-18T05:57:54Z,110,,,,,OpenStreetMap
Gina,,italian cuisine,confidence:medium;cuisine:italian;outdoor_seating:no;restaurant,,2025-10-17T19:49:38Z,111,,,,,OpenStreetMap
Skifferi,,,confidence:medium;outdoor_seating:no;restaurant,,2025-11-11T15:22:27Z,86,,,,,OpenStreetMap
OMA Kahvila-Ravintola,"Puutarhurinkuja 2, 00300 Helsinki",,cafe;confidence:medium;outdoor_seating:yes,,2025-11-03T10:15:17Z,94,,,,,OpenStreetMap
Sodexo Metropolia Myllypuro,"Myllypurontie 1, 00920 Helsinki",,confidence:medium;diet:vegan:yes;diet:vegetarian:yes;restaurant,,2025-09-11T18:32:31Z,147,,,,,OpenStreetMap
Vallisaaren satamakahvila,Vallisaarenpolku 134,,cafe;confidence:medium;outdoor_seating:yes,,2025-09-08T11:47:48Z,150,,,,,OpenStreetMap
Le Grec,Rikhardinkatu 2,greek cuisine,confidence:medium;cuisine:greek;outdoor_seating:yes;restaurant,,2025-10-17T04:34:40Z,111,,,,,OpenStreetMap
Lohtu,,,confidence:medium;diet:vegan:only;diet:vegetarian:only;outdoor_seating:no;restaurant,,2025-08-16T12:45:37Z,173,,,,,OpenStreetMap
Ravintola Akseli,"Ilmalankuja 3, 00240 Helsinki",Lunch is served Mo-Fr 10:30-13:30.,confidence:medium;cuisine:coffee;cuisine:lunch;cuisine:salad;cuisine:shop;cuisine:soup;diet:gluten_free:yes;diet:halal:no;diet:kosher:no;diet:lactose_free:yes;diet:vegetarian:yes;outdoor_seating:yes;restaurant,,2025-10-06T19:26:19Z,122,,,,,OpenStreetMap
Diwan Bagdad Sweet's,,,cafe;confidence:medium,,2025-10-08T19:59:56Z,120,,,,,OpenStreetMap
Uyghur Noodle House,"Siltasaarenkatu 13, 00530 Helsinki",Lunch prices are from 11:00 to 14:00.,confidence:medium;cuisine:uyghur;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:no;restaurant,,2025-08-08T14:36:30Z,181,,,,,OpenStreetMap
FLQ,"Tallinnanaukio 4, 00930 Helsinki",asian cuisine,confidence:medium;cuisine:asian;restaurant,,2025-11-12T09:58:18Z,85,,,,,OpenStreetMap
Seksico Tacos & Cocktails,"Kolmas linja 11, 00530 Helsinki",mexican cuisine,confidence:medium;cuisine:mexican;fast_food;outdoor_seating:yes,,2025-08-09T08:53:30Z,180,,,,,OpenStreetMap
Roasberg,"Siltasaarenkatu 13, 00530 Helsinki",,cafe;confidence:medium,,2025-08-09T08:53:30Z,180,,,,,OpenStreetMap
Dylan Luft,"Ilmalantori 4, 00240 Helsinki",Lunch is served Mo-Fr 10:30-14:00.,confidence:medium;cuisine:coffee;cuisine:lunch;cuisine:salad;cuisine:shop;cuisine:soup;diet:gluten_free:yes;diet:halal:no;diet:kosher:no;diet:lactose_free:yes;diet:vegetarian:yes;outdoor_seating:yes;restaurant,,2025-08-25T05:59:00Z,164,,,,,OpenStreetMap
Ravintola Santpauli,Tehtaankatu 21,"german, european cuisine",confidence:medium;cuisine:european;cuisine:german;diet:meat:yes;diet:vegan:yes;diet:vegetarian:yes;restaurant,,2025-11-04T21:07:29Z,93,,,,,OpenStreetMap
Ihana Sushi,,sushi cuisine,confidence:medium;cuisine:sushi;restaurant,,2026-01-14T15:55:47Z,22,,,,,OpenStreetMap
Hirshabeele Ravintola,Kastelholmantie 2,somali cuisine,confidence:medium;cuisine:somali;restaurant,,2025-10-29T16:28:24Z,99,,,,,OpenStreetMap
Al Nakha,,"Oikea nimi saattaa olla eri kuin ikkunassa, pitää selvittää",confidence:medium;restaurant,,2025-10-29T16:59:42Z,99,,,,,OpenStreetMap
Newroz 21,,kebab cuisine,confidence:medium;cuisine:kebab;restaurant,,2025-10-29T17:42:25Z,99,,,,,OpenStreetMap
Al Suleimani,,kebab cuisine,confidence:medium;cuisine:kebab;restaurant,,2026-01-28T11:54:05Z,8,,,,,OpenStreetMap
Gold Cafe,,,confidence:medium;restaurant,,2025-10-29T17:09:22Z,99,,,,,OpenStreetMap
Retro Enoteca,"Vuorikatu 16, 00100 Helsinki",italian cuisine,confidence:medium;cuisine:italian;outdoor_seating:yes;restaurant,,2025-08-31T13:29:49Z,158,,,,,OpenStreetMap
Dylan La Ilma,"Ilmalanrinne 1, 00240 Helsinki",Lunch is server Mo-Fr 10:30-14:00.,confidence:medium;cuisine:burger;cuisine:lunch;diet:vegetarian:yes;outdoor_seating:no;restaurant,,2025-12-30T19:18:42Z,37,,,,,OpenStreetMap
Hansa Café Bar & Brasserie,,"burger, salad cuisine",confidence:medium;cuisine:burger;cuisine:salad;outdoor_seating:yes;restaurant,,2025-12-24T15:01:56Z,43,,,,,OpenStreetMap
Mr.Pastrami,Insinöörinkatu 12,sandwich cuisine,confidence:medium;cuisine:sandwich;restaurant,,2025-02-12T07:44:21Z,358,,,,,OpenStreetMap
Gastro Hub,Unioninkatu 30,georgian cuisine,confidence:medium;cuisine:georgian;diet:vegetarian:yes;outdoor_seating:no;restaurant,,2025-11-07T10:59:25Z,90,,,,,OpenStreetMap
Starbucks,,coffee_shop cuisine,cafe;confidence:medium;cuisine:coffee;cuisine:shop;outdoor_seating:no;takeaway:yes,,2025-11-29T23:42:39Z,68,,,,,OpenStreetMap
Burger King,"Kaivokatu 1, 00100 Helsinki",burger cuisine,confidence:medium;cuisine:burger;fast_food;takeaway:yes,,2025-11-17T11:13:46Z,80,,,,,OpenStreetMap
Fazer Café Vallila,"Aleksis Kiven katu 5, 00500 Helsinki","coffee_shop, breakfast, lunch cuisine",cafe;confidence:medium;cuisine:breakfast;cuisine:coffee;cuisine:lunch;cuisine:shop,,2025-08-16T13:45:02Z,173,,,,,OpenStreetMap
Gateau,"Urho Kekkosen katu 1, 00100 Helsinki",,cafe;confidence:medium;outdoor_seating:no,,2025-11-30T16:22:06Z,67,,,,,OpenStreetMap
Villa Nepal,,indian cuisine,confidence:medium;cuisine:indian;outdoor_seating:no;restaurant,,2025-09-28T12:31:04Z,130,,,,,OpenStreetMap
Seoul Good,"Kantelettarentie 1, 00420 Helsinki",korean cuisine,confidence:medium;cuisine:korean;restaurant,,2025-11-23T14:21:38Z,74,,,,,OpenStreetMap
Faro Channelside Bar & Restaurant,"Kellosaarenranta 2, 00180 Helsinki",,confidence:medium;diet:halal:no;diet:kosher:no;outdoor_seating:yes;restaurant,,2025-09-17T09:32:13Z,141,,,,,OpenStreetMap
King Kebab,Kaivonkatsojantie 8,kebab cuisine,confidence:medium;cuisine:kebab;fast_food,,2025-10-12T16:48:34Z,116,,,,,OpenStreetMap
Old Captain,"Capellanranta 4b, 00580 Helsinki","Avautunut xx.12.2025. Liiketilassa ollut ennen Fivetti,  Hummus House ja ravintola Palm.",confidence:medium;cuisine:burger;cuisine:pizza;restaurant,,2025-12-17T13:22:03Z,50,,,,,OpenStreetMap
Burger King,,burger cuisine,confidence:medium;cuisine:burger;fast_food;takeaway:yes,,2025-08-07T07:41:50Z,182,,,,,OpenStreetMap
Joe & The Juice,"Itäkatu 1-7, 00930 Helsinki",coffee_shop cuisine,cafe;confidence:medium;cuisine:coffee;cuisine:shop;takeaway:yes,,2025-11-22T17:35:59Z,75,,,,,OpenStreetMap
Waffle Café,,,cafe;confidence:medium,,2025-10-28T17:35:42Z,100,,,,,OpenStreetMap
14 Peaks,"Siltasaarenkatu 13, 00530 Helsinki",,confidence:medium;diet:vegan:yes;restaurant,,2025-08-09T08:53:30Z,180,,,,,OpenStreetMap
Bistro Bardot,"Kluuvikatu 1, 00100 Helsinki",french cuisine,confidence:medium;cuisine:french;restaurant,,2025-08-12T08:05:20Z,177,,,,,OpenStreetMap
Pizza Box,,pizza cuisine,confidence:medium;cuisine:pizza;restaurant,,2025-08-12T14:59:09Z,177,,,,,OpenStreetMap
Adams Plaza,,pizza cuisine,confidence:medium;cuisine:pizza;restaurant,,2025-11-23T14:17:51Z,74,,,,,OpenStreetMap
Kantin Lunch Club,"Arkadiankatu 23, 00100 Helsinki",,confidence:medium;restaurant,,2025-08-18T21:11:52Z,171,,,,,OpenStreetMap
Bibi Bistro,,persian cuisine,confidence:medium;cuisine:persian;restaurant,,2025-10-28T00:04:14Z,101,,,,,OpenStreetMap
Teller,"Fredrikinkatu 71, 00100 Helsinki",,confidence:medium;restaurant,,2025-08-19T06:44:12Z,170,,,,,OpenStreetMap
Damasko,"Ruosilantie 18, 00390 Helsinki, FI",mediterranean cuisine,confidence:medium;cuisine:mediterranean;restaurant,,2025-08-19T12:14:47Z,170,,,,,OpenStreetMap
Tiflisi,"Malminrinne 2, 00180 Helsinki",georgian cuisine,confidence:medium;cuisine:georgian;restaurant,,2025-08-20T07:32:23Z,169,,,,,OpenStreetMap
Helsingin Grillikebab ja Autopesula,,kebab cuisine,confidence:medium;cuisine:kebab;restaurant,,2025-08-20T10:53:25Z,169,,,,,OpenStreetMap
Krung Thep Thai Bistro,"Bermudankatu 5, 00220 Helsinki",thai cuisine,confidence:medium;cuisine:thai;restaurant,,2025-08-25T06:48:38Z,164,,,,,OpenStreetMap
Shin Ramen & BRGRS Sompasaari,Aallonhalkoja 1,,confidence:medium;restaurant,,2025-08-23T15:58:04Z,166,,,,,OpenStreetMap
Ravintola Huudi,"Huopalahdentie 24, 00350 Helsinki",,confidence:medium;restaurant,,2025-08-27T05:50:54Z,162,,,,,OpenStreetMap
Robusto,,,confidence:medium;restaurant,,2025-08-30T15:14:55Z,159,,,,,OpenStreetMap
Chitir Chicken,"Vanha Helsingintie 20, 00700 Helsinki",chicken cuisine,confidence:medium;cuisine:chicken;fast_food,,2025-09-07T12:07:19Z,151,,,,,OpenStreetMap
Ravintola Rouhea,"Teollisuuskatu 33, 00510 Helsinki",,confidence:high;restaurant,2025-09-01,2025-09-12T14:38:14Z,146,,,,,OpenStreetMap
Jojo Dumplings,Aallonhalkoja 1,chinese cuisine,confidence:medium;cuisine:chinese;restaurant,,2025-09-02T06:46:39Z,156,,,,,OpenStreetMap
Kanokchai,Cygnaeuksenkatu 5,thai cuisine,confidence:medium;cuisine:thai;restaurant,,2025-09-03T18:24:47Z,155,,,,,OpenStreetMap
Pizza Express,,pizza cuisine,confidence:medium;cuisine:pizza;fast_food;outdoor_seating:yes,,2025-09-07T15:05:56Z,151,,,,,OpenStreetMap
Nanapo,Fredrikinkatu 46,sushi cuisine,confidence:medium;cuisine:sushi;restaurant,,2025-09-30T06:23:00Z,128,,,,,OpenStreetMap
,,,cafe;confidence:medium,,2025-09-08T10:10:50Z,150,,,,,OpenStreetMap
Hanoi Vietnam,,vietnamese cuisine,confidence:medium;cuisine:vietnamese;restaurant,,2025-09-08T12:28:17Z,150,,,,,OpenStreetMap
Mikivi,"Fredrikinkatu 58, 00100 Helsinki, FI",asian cuisine,confidence:medium;cuisine:asian;restaurant,,2025-09-12T08:10:38Z,146,,,,,OpenStreetMap
Antell Berlin/Vallila,"Elimäenkatu 25-27, 00510 Helsinki",,confidence:medium;restaurant,,2025-09-12T14:32:50Z,146,,,,,OpenStreetMap
Arnolds,,donut cuisine,confidence:medium;cuisine:donut;fast_food;outdoor_seating:yes,,2025-09-13T12:08:26Z,145,,,,,OpenStreetMap
Wohveli Café,,,cafe;confidence:medium;outdoor_seating:no,,2025-09-14T16:16:26Z,144,,,,,OpenStreetMap
Fry Day,,asian cuisine,confidence:medium;cuisine:asian;restaurant,,2025-09-15T07:59:29Z,143,,,,,OpenStreetMap
Mian,,asian cuisine,confidence:medium;cuisine:asian;restaurant,,2025-09-15T07:59:29Z,143,,,,,OpenStreetMap
Ravintola Kampung,,asian cuisine,confidence:medium;cuisine:asian;restaurant,,2025-09-15T07:59:29Z,143,,,,,OpenStreetMap
Ristorante Momento,,,confidence:medium;restaurant,,2025-09-26T16:08:37Z,132,,,,,OpenStreetMap
Willensauna,,,confidence:medium;outdoor_seating:no;restaurant,,2025-09-28T12:31:02Z,130,,,,,OpenStreetMap
Erenn Kitchen & More,"Klaneettitie 12, 00420 Helsinki",turkish cuisine,confidence:medium;cuisine:turkish;delivery:yes;restaurant;takeaway:yes,,2025-10-01T20:21:49Z,127,,,,,OpenStreetMap
Ravintola Nepali Food,"Sitratie 7, 00420 Helsinki",nepalese cuisine,confidence:medium;cuisine:nepalese;delivery:yes;restaurant;takeaway:yes,,2025-10-26T16:16:01Z,102,,,,,OpenStreetMap
Luckiefun's Sushibuffet,,"japanese, sushi, buffet cuisine",confidence:medium;cuisine:buffet;cuisine:japanese;cuisine:sushi;outdoor_seating:no;restaurant,,2025-10-06T16:44:59Z,122,,,,,OpenStreetMap
Backyard,"Itäkatu 1-7, 00930 Helsinki",,confidence:medium;restaurant,,2025-10-08T19:59:56Z,120,,,,,OpenStreetMap
Alejandro's Empanadas,"Bruno Granholmin kuja, 00510 Helsinki",coffee_shop cuisine,cafe;confidence:medium;cuisine:coffee;cuisine:shop,,2025-10-11T13:54:56Z,117,,,,,OpenStreetMap
Winest,Unioninkatu 30,georgian cuisine,confidence:medium;cuisine:georgian;outdoor_seating:yes;restaurant,,2025-11-07T10:59:25Z,90,,,,,OpenStreetMap
The Good Coffee Company,Eerikinkatu 33,austrian cuisine,cafe;confidence:medium;cuisine:austrian,,2025-10-16T15:10:55Z,112,,,,,OpenStreetMap
Bonito,Rikhardinkatu 4,,confidence:medium;restaurant,,2025-10-19T17:21:52Z,109,,,,,OpenStreetMap
McDonald's,Tyynenmerenkatu 9,,confidence:medium;fast_food,,2025-10-19T21:23:13Z,109,,,,,OpenStreetMap
18grams,Livornonkatu 6,,cafe;confidence:medium,,2025-10-23T09:01:56Z,105,,,,,OpenStreetMap
Belle Baguette,Jätkäsaarenkuja 13,french cuisine,cafe;confidence:medium;cuisine:french,,2025-10-20T08:13:20Z,108,,,,,OpenStreetMap
Ylistalo,,,confidence:medium;restaurant,,2025-10-24T10:09:19Z,104,,,,,OpenStreetMap
Brita,,,cafe;confidence:medium,,2025-10-24T10:09:19Z,104,,,,,OpenStreetMap
Ekeko Restobar,"Vilhonvuorenkatu 3, 00500 Helsinki",latin_american cuisine,confidence:medium;cuisine:american;cuisine:latin;restaurant,,2025-10-27T10:17:26Z,101,,,,,OpenStreetMap
Café Brutale,"Kalkkihiekantie 2, 00980 Helsinki",,cafe;confidence:medium,,2025-10-31T20:04:19Z,97,,,,,OpenStreetMap
Café Noir,"Pohjoisesplanadi 35, 00100 Helsinki",,cafe;confidence:medium,,2025-12-03T16:41:33Z,64,,,,,OpenStreetMap
Mondo Pizza,"Meri-Rastilan kuja 2, 00980 Helsinki",pizza cuisine,confidence:medium;cuisine:pizza;delivery:yes;restaurant;takeaway:yes,,2025-11-09T20:54:18Z,88,,,,,OpenStreetMap
EMPIRE Shisha Bar,"Meri-Rastilan kuja 2, 00980 Helsinki",,cafe;confidence:medium,,2025-11-09T20:54:18Z,88,,,,,OpenStreetMap
Sodexo Helsingin yliopisto Päärakennus,,,confidence:medium;outdoor_seating:no;restaurant,,2025-11-10T07:37:00Z,87,,,,,OpenStreetMap
Wave of flavours,"Sturenkatu 28, 00550 Helsinki",portuguese cuisine,confidence:medium;cuisine:portuguese;restaurant,,2025-11-14T07:22:59Z,83,,,,,OpenStreetMap
Pronto,,,cafe;confidence:medium;outdoor_seating:no,,2025-11-14T10:21:19Z,83,,,,,OpenStreetMap
Greenfinch,"Porkkalankatu 36, 00180 Helsinki, FI",,confidence:medium;restaurant,,2025-11-18T13:54:13Z,79,,,,,OpenStreetMap
